"Text-raw","IsAVerse","Verse-temp","Chapter 1","AnyChapter","IsABook","Type","Chapter","Text"
"38 And it came to pass that when he was brought before Alma and the chief judge, he did go on in the same manner as he did in the land of Gideon; yea, he went on to blaspheme.",1,38,0,0,0,"verse",16,"And it came to pass that when he was brought before Alma and the chief judge, he did go on in the same manner as he did in the land of Gideon; yea, he went on to blaspheme."
"39 And he did rise up in great swelling words before Alma and did revile against the priests and teachers, accusing them of leading away the people after the silly traditions of their fathers for the sake of glutting in the labors of the people.",1,39,0,0,0,"verse",16,"And he did rise up in great swelling words before Alma and did revile against the priests and teachers, accusing them of leading away the people after the silly traditions of their fathers for the sake of glutting in the labors of the people."
"40 Now Alma said unto him, Thou knowest that we do not glut ourselves upon the labors of this people; for behold, I have labored, even from the commencement of the reign of the judges until now, with mine own hands for my support, notwithstanding my many travels round about the land to declare the word of God unto my people.",1,40,0,0,0,"verse",16,"Now Alma said unto him, Thou knowest that we do not glut ourselves upon the labors of this people; for behold, I have labored, even from the commencement of the reign of the judges until now, with mine own hands for my support, notwithstanding my many travels round about the land to declare the word of God unto my people."
"41 And notwithstanding the many labors which I have performed in the church, I have never received so much as even one senine for my labor; neither has any of my brethren, save it were in the judgment seat; and then we have received only according to law for our time.",1,41,0,0,0,"verse",16,"And notwithstanding the many labors which I have performed in the church, I have never received so much as even one senine for my labor; neither has any of my brethren, save it were in the judgment seat; and then we have received only according to law for our time."
"42 And now, if we do not receive anything for our labors in the church, what doth it profit us to labor in the church, save it were to declare the truth, that we may have rejoicings in the joy of our brethren?",1,42,0,0,0,"verse",16,"And now, if we do not receive anything for our labors in the church, what doth it profit us to labor in the church, save it were to declare the truth, that we may have rejoicings in the joy of our brethren?"
"43 Then why sayest thou that we preach unto this people to get gain, when thou of thyself knowest that we receive no gain?",1,43,0,0,0,"verse",16,"Then why sayest thou that we preach unto this people to get gain, when thou of thyself knowest that we receive no gain?"
"44 And now, believest thou that we deceive this people, that causes such joy in their hearts?",1,44,0,0,0,"verse",16,"And now, believest thou that we deceive this people, that causes such joy in their hearts?"
"45 And Korihor answered him, Yea.",1,45,0,0,0,"verse",16,"And Korihor answered him, Yea."
"46 And then Alma said unto him, Believest thou that there is a God? And he answered, Nay.",1,46,0,0,0,"verse",16,"And then Alma said unto him, Believest thou that there is a God? And he answered, Nay."
"47 Now Alma said unto him, Will ye deny again that there is a God and also deny the Christ? For behold, I say unto you, I know there is a God and also that Christ shall come.",1,47,0,0,0,"verse",16,"Now Alma said unto him, Will ye deny again that there is a God and also deny the Christ? For behold, I say unto you, I know there is a God and also that Christ shall come."
"48 And now, what evidence have ye that there is no God, or that Christ cometh not? I say unto you that ye have none, save it be your word only.",1,48,0,0,0,"verse",16,"And now, what evidence have ye that there is no God, or that Christ cometh not? I say unto you that ye have none, save it be your word only."
"49 But behold, I have all things as a testimony that these things are true; and ye also have all things as a testimony unto you that they are true. And will ye deny them?",1,49,0,0,0,"verse",16,"But behold, I have all things as a testimony that these things are true; and ye also have all things as a testimony unto you that they are true. And will ye deny them?"
"50 Believest thou that these things are true?",1,50,0,0,0,"verse",16,"Believest thou that these things are true?"
"51 Behold, I know that thou believest; but thou art possessed with a lying spirit, and ye have put off the Spirit of God, that it may have no place in you; but the devil has power over you, and he doth carry you about, working devices, that he may destroy the children of God.",1,51,0,0,0,"verse",16,"Behold, I know that thou believest; but thou art possessed with a lying spirit, and ye have put off the Spirit of God, that it may have no place in you; but the devil has power over you, and he doth carry you about, working devices, that he may destroy the children of God."
"52 And now, Korihor said unto Alma, If thou wilt show me a sign, that I may be convinced that there is a God, yea, show unto me that he hath power, and then will I be convinced of the truth of thy words.",1,52,0,0,0,"verse",16,"And now, Korihor said unto Alma, If thou wilt show me a sign, that I may be convinced that there is a God, yea, show unto me that he hath power, and then will I be convinced of the truth of thy words."
"53 But Alma said unto him, Thou hast had signs enough. Will ye tempt your God? Will ye say, Show unto me a sign, when ye have the testimony of all these, thy brethren and also all the holy prophets?",1,53,0,0,0,"verse",16,"But Alma said unto him, Thou hast had signs enough. Will ye tempt your God? Will ye say, Show unto me a sign, when ye have the testimony of all these, thy brethren and also all the holy prophets?"
"54 The scriptures are laid before thee; yea, and all things denote there is a God, yea, even the earth and all things that are upon the face of it, yea, and its motion;",1,54,0,0,0,"verse",16,"The scriptures are laid before thee; yea, and all things denote there is a God, yea, even the earth and all things that are upon the face of it, yea, and its motion;"
"55 Yea, and also all the planets which move in their regular form do witness that there is a Supreme Creator. And yet do ye go about, leading away the hearts of this people, testifying unto them there is no God? And yet will ye deny against all these witnesses?",1,55,0,0,0,"verse",16,"Yea, and also all the planets which move in their regular form do witness that there is a Supreme Creator. And yet do ye go about, leading away the hearts of this people, testifying unto them there is no God? And yet will ye deny against all these witnesses?"
"56 And he said, Yea, I will deny, except ye shall show me a sign.",1,56,0,0,0,"verse",16,"And he said, Yea, I will deny, except ye shall show me a sign."
"57 And now, it came to pass that Alma said unto him, Behold, I am grieved because of the hardness of your heart, yea, that ye will still resist the spirit of the truth, that thy soul may be destroyed.",1,57,0,0,0,"verse",16,"And now, it came to pass that Alma said unto him, Behold, I am grieved because of the hardness of your heart, yea, that ye will still resist the spirit of the truth, that thy soul may be destroyed."
"58 But behold, it is better that thy soul should be lost than that thou shouldest be the means of bringing many souls down to destruction by thy lying and by thy flattering words;",1,58,0,0,0,"verse",16,"But behold, it is better that thy soul should be lost than that thou shouldest be the means of bringing many souls down to destruction by thy lying and by thy flattering words;"
"59 Therefore, if thou shalt deny again, behold, God shall smite thee, that thou shalt become dumb, that thou shalt never open thy mouth any more, that thou shalt not deceive this people any more.",1,59,0,0,0,"verse",16,"Therefore, if thou shalt deny again, behold, God shall smite thee, that thou shalt become dumb, that thou shalt never open thy mouth any more, that thou shalt not deceive this people any more."
"60 Now Korihor said unto him, I do not deny the existence of a God, but I do not believe that there is a God; and I say also that ye do not know that there is a God; and except ye show me a sign, I will not believe.",1,60,0,0,0,"verse",16,"Now Korihor said unto him, I do not deny the existence of a God, but I do not believe that there is a God; and I say also that ye do not know that there is a God; and except ye show me a sign, I will not believe."
"61 Now Alma said unto him, This will I give unto thee for a sign--that thou shalt be struck dumb according to my words; and I say that, in the name of God, ye shall be struck dumb, that ye shall no more have utterance.",1,61,0,0,0,"verse",16,"Now Alma said unto him, This will I give unto thee for a sign--that thou shalt be struck dumb according to my words; and I say that, in the name of God, ye shall be struck dumb, that ye shall no more have utterance."
"62 Now when Alma had said these words, Korihor was struck dumb, that he could not have utterance, according to the words of Alma.",1,62,0,0,0,"verse",16,"Now when Alma had said these words, Korihor was struck dumb, that he could not have utterance, according to the words of Alma."
"63 And now, when the chief judge saw this, he put forth his hand and wrote unto Korihor, saying, Art thou convinced of the power of God?",1,63,0,0,0,"verse",16,"And now, when the chief judge saw this, he put forth his hand and wrote unto Korihor, saying, Art thou convinced of the power of God?"
"64 In whom did ye desire that Alma should show forth his sign? Would ye that he should afflict others to show unto thee a sign?",1,64,0,0,0,"verse",16,"In whom did ye desire that Alma should show forth his sign? Would ye that he should afflict others to show unto thee a sign?"
"65 Behold, he has showed unto you a sign. And now, will ye dispute more?",1,65,0,0,0,"verse",16,"Behold, he has showed unto you a sign. And now, will ye dispute more?"
"66 And Korihor put forth his hand and wrote, saying, I know that I am dumb, for I cannot speak; and I know that nothing, save it were the power of God, could bring this upon me; yea, and I also knew that there was a God.",1,66,0,0,0,"verse",16,"And Korihor put forth his hand and wrote, saying, I know that I am dumb, for I cannot speak; and I know that nothing, save it were the power of God, could bring this upon me; yea, and I also knew that there was a God."
"67 But behold, the devil hath deceived me; for he appeared unto me in the form of an angel and said unto me, Go and reclaim this people, for they have all gone astray after an unknown god.",1,67,0,0,0,"verse",16,"But behold, the devil hath deceived me; for he appeared unto me in the form of an angel and said unto me, Go and reclaim this people, for they have all gone astray after an unknown god."
"68 And he said unto me, There is no God; yea, and he taught me that which I should say. And I have taught his words; and I taught them because they were pleasing unto the carnal mind;",1,68,0,0,0,"verse",16,"And he said unto me, There is no God; yea, and he taught me that which I should say. And I have taught his words; and I taught them because they were pleasing unto the carnal mind;"
"69 And I taught them, even until I had much success, insomuch that I verily believed that they were true; and for this cause I withstood the truth, even until I have brought this great curse upon me.",1,69,0,0,0,"verse",16,"And I taught them, even until I had much success, insomuch that I verily believed that they were true; and for this cause I withstood the truth, even until I have brought this great curse upon me."
"70 Now when he had said this, he besought that Alma should pray unto God that the curse might be taken from him.",1,70,0,0,0,"verse",16,"Now when he had said this, he besought that Alma should pray unto God that the curse might be taken from him."
"71 But Alma said unto him, If this curse should be taken from thee, thou wouldest again lead away the hearts of this people; therefore, it shall be unto thee, even as the Lord will.",1,71,0,0,0,"verse",16,"But Alma said unto him, If this curse should be taken from thee, thou wouldest again lead away the hearts of this people; therefore, it shall be unto thee, even as the Lord will."
"72 And it came to pass that the curse was not taken off of Korihor; but he was cast out and went about from house to house, begging for his food.",1,72,0,0,0,"verse",16,"And it came to pass that the curse was not taken off of Korihor; but he was cast out and went about from house to house, begging for his food."
"73 Now the knowledge of what had happened unto Korihor was immediately published throughout all the land; yea, the proclamation was sent forth by the chief judge to all the people in the land, declaring unto those who had believed in the words of Korihor that they must speedily repent, lest the same judgments would come unto them.",1,73,0,0,0,"verse",16,"Now the knowledge of what had happened unto Korihor was immediately published throughout all the land; yea, the proclamation was sent forth by the chief judge to all the people in the land, declaring unto those who had believed in the words of Korihor that they must speedily repent, lest the same judgments would come unto them."
"74 And it came to pass that they were all convinced of the wickedness of Korihor; therefore, they were all converted again unto the Lord; and this put an end to the iniquity after the manner of Korihor.",1,74,0,0,0,"verse",16,"And it came to pass that they were all convinced of the wickedness of Korihor; therefore, they were all converted again unto the Lord; and this put an end to the iniquity after the manner of Korihor."
"75 And Korihor did go about from house to house, begging food for his support.",1,75,0,0,0,"verse",16,"And Korihor did go about from house to house, begging food for his support."
"76 And it came to pass that as he went forth among the people--yea, among a people who had separated themselves from the Nephites and called themselves Zoramites, being led by a man whose name was Zoram--and as he went forth amongst them, behold, he was run upon and trodden down, even until he was dead.",1,76,0,0,0,"verse",16,"And it came to pass that as he went forth among the people--yea, among a people who had separated themselves from the Nephites and called themselves Zoramites, being led by a man whose name was Zoram--and as he went forth amongst them, behold, he was run upon and trodden down, even until he was dead."
"77 And thus we see the end of him who perverteth the ways of the Lord; and thus we see that the devil will not support his children at the last day but doth speedily drag them down to hell.",1,77,0,0,0,"verse",16,"And thus we see the end of him who perverteth the ways of the Lord; and thus we see that the devil will not support his children at the last day but doth speedily drag them down to hell."
"78 Now it came to pass that after the end of Korihor, Alma--having received tidings that the Zoramites were perverting the ways of the Lord and that Zoram, who was their leader, was leading the hearts of the people to bow down to dumb idols, etc.--his heart again began to sicken because of the iniquity of the people;",1,78,0,0,0,"verse",16,"Now it came to pass that after the end of Korihor, Alma--having received tidings that the Zoramites were perverting the ways of the Lord and that Zoram, who was their leader, was leading the hearts of the people to bow down to dumb idols, etc.--his heart again began to sicken because of the iniquity of the people;"
"79 For it was the cause of great sorrow to Alma to know of iniquity among his people; therefore, his heart was exceeding sorrowful because of the separation of the Zoramites from the Nephites.",1,79,0,0,0,"verse",16,"For it was the cause of great sorrow to Alma to know of iniquity among his people; therefore, his heart was exceeding sorrowful because of the separation of the Zoramites from the Nephites."
"80 Now the Zoramites had gathered themselves together in a land which they called Antionum, which was east of the land of Zarahemla, which lay nearly bordering upon the seashore, which was south of the land of Jershon, which also bordered upon the wilderness south, which wilderness was full of the Lamanites.",1,80,0,0,0,"verse",16,"Now the Zoramites had gathered themselves together in a land which they called Antionum, which was east of the land of Zarahemla, which lay nearly bordering upon the seashore, which was south of the land of Jershon, which also bordered upon the wilderness south, which wilderness was full of the Lamanites."
"81 Now the Nephites greatly feared that the Zoramites would enter into a correspondence with the Lamanites and that it would be the means of great loss on the part of the Nephites.",1,81,0,0,0,"verse",16,"Now the Nephites greatly feared that the Zoramites would enter into a correspondence with the Lamanites and that it would be the means of great loss on the part of the Nephites."
"82 And now, as the preaching of the word had had a greater tendency to lead the people to do that which was just--yea, it had had more powerful effect upon the minds of the people than the sword, or anything else, which had happened unto them--therefore, Alma thought it was expedient that they should try the virtue of the word of God.",1,82,0,0,0,"verse",16,"And now, as the preaching of the word had had a greater tendency to lead the people to do that which was just--yea, it had had more powerful effect upon the minds of the people than the sword, or anything else, which had happened unto them--therefore, Alma thought it was expedient that they should try the virtue of the word of God."
"83 Therefore, he took Ammon, and Aaron, and Omner; and Himni he did leave in the church in Zarahemla; but the former three he took with him, and also Amulek and Zeezrom, who were at Melek; and he also took two of his sons.",1,83,0,0,0,"verse",16,"Therefore, he took Ammon, and Aaron, and Omner; and Himni he did leave in the church in Zarahemla; but the former three he took with him, and also Amulek and Zeezrom, who were at Melek; and he also took two of his sons."
"84 Now the eldest of his sons he took not with him, and his name was Helaman; but the names of those whom he took with him were Shiblon and Corianton; and these are the names of those who went with him among the Zoramites to preach unto them the word.",1,84,0,0,0,"verse",16,"Now the eldest of his sons he took not with him, and his name was Helaman; but the names of those whom he took with him were Shiblon and Corianton; and these are the names of those who went with him among the Zoramites to preach unto them the word."
"85 Now the Zoramites were dissenters from the Nephites; therefore, they had had the word of God preached unto them.",1,85,0,0,0,"verse",16,"Now the Zoramites were dissenters from the Nephites; therefore, they had had the word of God preached unto them."
"86 But they had fallen into great errors, for they would not observe to keep the commandments of God and his statutes according to the law of Moses;",1,86,0,0,0,"verse",16,"But they had fallen into great errors, for they would not observe to keep the commandments of God and his statutes according to the law of Moses;"
"87 Neither would they observe the performances of the church, to continue in prayer and supplication to God daily, that they might not enter into temptation; yea, in fine, they did pervert the ways of the Lord in very many instances; therefore, for this cause, Alma and his brethren went into the land to preach the word unto them.",1,87,0,0,0,"verse",16,"Neither would they observe the performances of the church, to continue in prayer and supplication to God daily, that they might not enter into temptation; yea, in fine, they did pervert the ways of the Lord in very many instances; therefore, for this cause, Alma and his brethren went into the land to preach the word unto them."
"88 Now when they had come into the land, behold, to their astonishment, they found that the Zoramites had built synagogues, and that they did gather themselves together on one day of the week, which day they did call the day of the Lord;",1,88,0,0,0,"verse",16,"Now when they had come into the land, behold, to their astonishment, they found that the Zoramites had built synagogues, and that they did gather themselves together on one day of the week, which day they did call the day of the Lord;"
"89 And they did worship after a manner which Alma and his brethren had never beheld; for they had a place built up in the center of their synagogue, a place for standing, which was high above the head; and the top thereof would only admit one person.",1,89,0,0,0,"verse",16,"And they did worship after a manner which Alma and his brethren had never beheld; for they had a place built up in the center of their synagogue, a place for standing, which was high above the head; and the top thereof would only admit one person."
"90 Therefore, whosoever desired to worship must go forth, and stand upon the top thereof, and stretch forth his hands towards heaven, and cry with a loud voice, saying, Holy, holy God; we believe that thou art God, and we believe that thou art holy, and that thou wast a spirit, and that thou art a spirit, and that thou wilt be a spirit forever.",1,90,0,0,0,"verse",16,"Therefore, whosoever desired to worship must go forth, and stand upon the top thereof, and stretch forth his hands towards heaven, and cry with a loud voice, saying, Holy, holy God; we believe that thou art God, and we believe that thou art holy, and that thou wast a spirit, and that thou art a spirit, and that thou wilt be a spirit forever."
"91 Holy God, we believe that thou hast separated us from our brethren; and we do not believe in the tradition of our brethren, which was handed down to them by the childishness of their fathers; but we believe that thou hast elected us to be thy holy children;",1,91,0,0,0,"verse",16,"Holy God, we believe that thou hast separated us from our brethren; and we do not believe in the tradition of our brethren, which was handed down to them by the childishness of their fathers; but we believe that thou hast elected us to be thy holy children;"
"92 And also thou hast made it known unto us that there shall be no Christ; but thou art the same, yesterday, today, and forever; and thou hast elected us, that we shall be saved, whilst all around us are elected to be cast by thy wrath down to hell; for the which holiness, O God, we thank thee;",1,92,0,0,0,"verse",16,"And also thou hast made it known unto us that there shall be no Christ; but thou art the same, yesterday, today, and forever; and thou hast elected us, that we shall be saved, whilst all around us are elected to be cast by thy wrath down to hell; for the which holiness, O God, we thank thee;"
"93 And we also thank thee that thou hast elected us, that we may not be led away after the foolish traditions of our brethren, which doth bind them down to a belief of Christ, which doth lead their hearts to wander far from thee, our God.",1,93,0,0,0,"verse",16,"And we also thank thee that thou hast elected us, that we may not be led away after the foolish traditions of our brethren, which doth bind them down to a belief of Christ, which doth lead their hearts to wander far from thee, our God."
"94 And again, we thank thee, O God, that we are a chosen and a holy people. Amen.",1,94,0,0,0,"verse",16,"And again, we thank thee, O God, that we are a chosen and a holy people. Amen."
"95 Now it came to pass that after Alma, and his brethren, and his sons had heard these prayers, they were astonished beyond all measure.",1,95,0,0,0,"verse",16,"Now it came to pass that after Alma, and his brethren, and his sons had heard these prayers, they were astonished beyond all measure."
"96 For behold, every man did go forth and offer up the same prayers.",1,96,0,0,0,"verse",16,"For behold, every man did go forth and offer up the same prayers."
"97 Now the place was called by them Rameumptom, which, being interpreted, is the holy stand.",1,97,0,0,0,"verse",16,"Now the place was called by them Rameumptom, which, being interpreted, is the holy stand."
"98 Now from this stand, they did offer up, every man, the selfsame prayer unto God, thanking their God that they were chosen of him, and that he did not lead them away after the tradition of their brethren, and that their hearts were not stolen away to believe in things to come, which they knew nothing about.",1,98,0,0,0,"verse",16,"Now from this stand, they did offer up, every man, the selfsame prayer unto God, thanking their God that they were chosen of him, and that he did not lead them away after the tradition of their brethren, and that their hearts were not stolen away to believe in things to come, which they knew nothing about."
"99 Now after the people had all offered up thanks after this manner, they returned to their homes, never speaking of their God again until they had assembled themselves together again to the holy stand to offer up thanks after their manner.",1,99,0,0,0,"verse",16,"Now after the people had all offered up thanks after this manner, they returned to their homes, never speaking of their God again until they had assembled themselves together again to the holy stand to offer up thanks after their manner."
"100 Now when Alma saw this, his heart was grieved; for he saw that they were a wicked and a perverse people; yea, he saw that their hearts were set upon gold, and upon silver, and upon all manner of fine goods.",1,100,0,0,0,"verse",16,"Now when Alma saw this, his heart was grieved; for he saw that they were a wicked and a perverse people; yea, he saw that their hearts were set upon gold, and upon silver, and upon all manner of fine goods."
"101 Yea, and he also saw that their hearts were lifted up unto great boasting in their pride.",1,101,0,0,0,"verse",16,"Yea, and he also saw that their hearts were lifted up unto great boasting in their pride."
"102 And he lifted up his voice to heaven and cried, saying, Oh, how long, O Lord, wilt thou suffer that thy servants shall dwell here below in the flesh to behold such gross wickedness among the children of men?",1,102,0,0,0,"verse",16,"And he lifted up his voice to heaven and cried, saying, Oh, how long, O Lord, wilt thou suffer that thy servants shall dwell here below in the flesh to behold such gross wickedness among the children of men?"
"103 Behold, O God, they cry unto thee, and yet their hearts are swallowed up in their pride.",1,103,0,0,0,"verse",16,"Behold, O God, they cry unto thee, and yet their hearts are swallowed up in their pride."
"104 Behold, O God, they cry unto thee with their mouths, while they are puffed up, even to greatness, with the vain things of the world.",1,104,0,0,0,"verse",16,"Behold, O God, they cry unto thee with their mouths, while they are puffed up, even to greatness, with the vain things of the world."
"105 Behold, O my God, their costly apparel, and their ringlets, and their bracelets, and their ornaments of gold, and all their precious things which they are ornamented with;",1,105,0,0,0,"verse",16,"Behold, O my God, their costly apparel, and their ringlets, and their bracelets, and their ornaments of gold, and all their precious things which they are ornamented with;"
"106 And behold, their hearts are set upon them; and yet they cry unto thee and say, We thank thee, O God, for we are a chosen people unto thee, while others shall perish.",1,106,0,0,0,"verse",16,"And behold, their hearts are set upon them; and yet they cry unto thee and say, We thank thee, O God, for we are a chosen people unto thee, while others shall perish."
"107 Yea, and they say that thou hast made it known unto them that there shall be no Christ.",1,107,0,0,0,"verse",16,"Yea, and they say that thou hast made it known unto them that there shall be no Christ."
"108 O Lord God, how long wilt thou suffer that such wickedness and iniquity shall be among this people?",1,108,0,0,0,"verse",16,"O Lord God, how long wilt thou suffer that such wickedness and iniquity shall be among this people?"
"109 O Lord, wilt thou give me strength, that I may bear with mine infirmities? For I am infirm, and such wickedness among this people doth pain my soul.",1,109,0,0,0,"verse",16,"O Lord, wilt thou give me strength, that I may bear with mine infirmities? For I am infirm, and such wickedness among this people doth pain my soul."
"110 O Lord, my heart is exceeding sorrowful. Wilt thou comfort my soul in Christ?",1,110,0,0,0,"verse",16,"O Lord, my heart is exceeding sorrowful. Wilt thou comfort my soul in Christ?"
"111 O Lord, wilt thou grant unto me that I may have strength, that I may suffer with patience these afflictions which shall come upon me because of the iniquity of this people?",1,111,0,0,0,"verse",16,"O Lord, wilt thou grant unto me that I may have strength, that I may suffer with patience these afflictions which shall come upon me because of the iniquity of this people?"
"112 O Lord, wilt thou comfort my soul and give unto me success, and also my fellow laborers who are with me, yea, Ammon, and Aaron, and Omner, and also Amulek, and Zeezrom, and also my two sons? Yea, even all these wilt thou comfort, O Lord? Yea, wilt thou comfort their souls in Christ?",1,112,0,0,0,"verse",16,"O Lord, wilt thou comfort my soul and give unto me success, and also my fellow laborers who are with me, yea, Ammon, and Aaron, and Omner, and also Amulek, and Zeezrom, and also my two sons? Yea, even all these wilt thou comfort, O Lord? Yea, wilt thou comfort their souls in Christ?"
"113 Wilt thou grant unto them that they may have strength, that they may bear their afflictions which shall come upon them because of the iniquities of this people?",1,113,0,0,0,"verse",16,"Wilt thou grant unto them that they may have strength, that they may bear their afflictions which shall come upon them because of the iniquities of this people?"
"114 O Lord, wilt thou grant unto us that we may have success in bringing them again unto thee in Christ?",1,114,0,0,0,"verse",16,"O Lord, wilt thou grant unto us that we may have success in bringing them again unto thee in Christ?"
"115 Behold, O Lord, their souls are precious, and many of them are our near brethren; therefore, give unto us, O Lord, power and wisdom, that we may bring these, our brethren, again unto thee.",1,115,0,0,0,"verse",16,"Behold, O Lord, their souls are precious, and many of them are our near brethren; therefore, give unto us, O Lord, power and wisdom, that we may bring these, our brethren, again unto thee."
"116 Now it came to pass that when Alma had said these words, that he clapped his hands upon all them who were with him.",1,116,0,0,0,"verse",16,"Now it came to pass that when Alma had said these words, that he clapped his hands upon all them who were with him."
"117 And behold, as he clapped his hands upon them, they were filled with the Holy Spirit.",1,117,0,0,0,"verse",16,"And behold, as he clapped his hands upon them, they were filled with the Holy Spirit."
"118 And after that, they did separate themselves one from another, taking no thought for themselves, what they should eat, or what they should drink, or what they should put on.",1,118,0,0,0,"verse",16,"And after that, they did separate themselves one from another, taking no thought for themselves, what they should eat, or what they should drink, or what they should put on."
"119 And the Lord provided for them that they should hunger not, neither should they thirst; yea, and he also gave them strength, that they should suffer no manner of afflictions, save it were swallowed up in the joy of Christ.",1,119,0,0,0,"verse",16,"And the Lord provided for them that they should hunger not, neither should they thirst; yea, and he also gave them strength, that they should suffer no manner of afflictions, save it were swallowed up in the joy of Christ."
"120 Now this was according to the prayer of Alma; and this because he prayed in faith.",1,120,0,0,0,"verse",16,"Now this was according to the prayer of Alma; and this because he prayed in faith."
"121 And it came to pass that they did go forth and began to preach the word of God unto the people, entering into their synagogues and into their houses; yea, and even they did preach the word in their streets.",1,121,0,0,0,"verse",16,"And it came to pass that they did go forth and began to preach the word of God unto the people, entering into their synagogues and into their houses; yea, and even they did preach the word in their streets."
"122 And it came to pass that after much labor among them, they began to have success among the poor class of people; for behold, they were cast out of the synagogues because of the coarseness of their apparel;",1,122,0,0,0,"verse",16,"And it came to pass that after much labor among them, they began to have success among the poor class of people; for behold, they were cast out of the synagogues because of the coarseness of their apparel;"
"123 Therefore, they were not permitted to enter into their synagogues to worship God, being esteemed as filthiness; therefore, they were poor; yea, they were esteemed by their brethren as dross; therefore, they were poor as to things of the world; and also they were poor in heart.",1,123,0,0,0,"verse",16,"Therefore, they were not permitted to enter into their synagogues to worship God, being esteemed as filthiness; therefore, they were poor; yea, they were esteemed by their brethren as dross; therefore, they were poor as to things of the world; and also they were poor in heart."
"124 Now as Alma was teaching and speaking unto the people upon the hill Onidah, there came a great multitude unto him, who were those of whom we have been speaking, who were poor in heart because of their poverty as to the things of the world.",1,124,0,0,0,"verse",16,"Now as Alma was teaching and speaking unto the people upon the hill Onidah, there came a great multitude unto him, who were those of whom we have been speaking, who were poor in heart because of their poverty as to the things of the world."
"125 And they came unto Alma; and the one who was the foremost among them said unto him, Behold, what shall these my brethren do, for they are despised of all men because of their poverty; yea, and more especially by our priests;",1,125,0,0,0,"verse",16,"And they came unto Alma; and the one who was the foremost among them said unto him, Behold, what shall these my brethren do, for they are despised of all men because of their poverty; yea, and more especially by our priests;"
"126 For they have cast us out of our synagogues, which we have labored abundantly to build with our own hands; and they have cast us out because of our exceeding poverty, and we have no place to worship our God. And behold, what shall we do?",1,126,0,0,0,"verse",16,"For they have cast us out of our synagogues, which we have labored abundantly to build with our own hands; and they have cast us out because of our exceeding poverty, and we have no place to worship our God. And behold, what shall we do?"
"127 And now, when Alma heard this, he turned him about, his face immediately towards him, and he beheld with great joy; for he beheld that their afflictions had truly humbled them and that they were in a preparation to hear the word;",1,127,0,0,0,"verse",16,"And now, when Alma heard this, he turned him about, his face immediately towards him, and he beheld with great joy; for he beheld that their afflictions had truly humbled them and that they were in a preparation to hear the word;"
"128 Therefore, he did say no more to the other multitude, but he stretched forth his hand, and cried unto those whom he beheld, who were truly penitent, and said unto them, I behold that ye are lowly in heart; and if so, blessed are ye.",1,128,0,0,0,"verse",16,"Therefore, he did say no more to the other multitude, but he stretched forth his hand, and cried unto those whom he beheld, who were truly penitent, and said unto them, I behold that ye are lowly in heart; and if so, blessed are ye."
"129 Behold, thy brother hath said, What shall we do? For we are cast out of our synagogues, that we cannot worship our God.",1,129,0,0,0,"verse",16,"Behold, thy brother hath said, What shall we do? For we are cast out of our synagogues, that we cannot worship our God."
"130 Behold, I say unto you, Do ye suppose that ye cannot worship God, save it be in your synagogues only?",1,130,0,0,0,"verse",16,"Behold, I say unto you, Do ye suppose that ye cannot worship God, save it be in your synagogues only?"
"131 And moreover, I would ask, Do ye suppose that ye must not worship God only once in a week?",1,131,0,0,0,"verse",16,"And moreover, I would ask, Do ye suppose that ye must not worship God only once in a week?"
"132 I say unto you, It is well that ye are cast out of your synagogues, that ye may be humble and that ye may learn wisdom; for it is necessary that ye should learn wisdom;",1,132,0,0,0,"verse",16,"I say unto you, It is well that ye are cast out of your synagogues, that ye may be humble and that ye may learn wisdom; for it is necessary that ye should learn wisdom;"
"133 For it is because that ye are cast out that ye are despised of your brethren, because of your exceeding poverty that ye are brought to a lowliness of heart; for ye are necessarily brought to be humble.",1,133,0,0,0,"verse",16,"For it is because that ye are cast out that ye are despised of your brethren, because of your exceeding poverty that ye are brought to a lowliness of heart; for ye are necessarily brought to be humble."
"134 And now, because ye are compelled to be humble, blessed are ye; for a man sometimes, if he is compelled to be humble, seeketh repentance;",1,134,0,0,0,"verse",16,"And now, because ye are compelled to be humble, blessed are ye; for a man sometimes, if he is compelled to be humble, seeketh repentance;"
"135 And now, surely, whosoever repenteth shall find mercy; and he that findeth mercy and endureth to the end, the same shall be saved.",1,135,0,0,0,"verse",16,"And now, surely, whosoever repenteth shall find mercy; and he that findeth mercy and endureth to the end, the same shall be saved."
"136 And now, as I said unto you, that because ye were compelled to be humble, ye were blessed, do ye not suppose that they are more blessed who truly humble themselves because of the word?",1,136,0,0,0,"verse",16,"And now, as I said unto you, that because ye were compelled to be humble, ye were blessed, do ye not suppose that they are more blessed who truly humble themselves because of the word?"
"137 Yea, he that truly humbleth himself, and repenteth of his sins, and endureth to the end, the same shall be blessed, yea, much more blessed than they who are compelled to be humble because of their exceeding poverty; therefore, blessed are they who humble themselves without being compelled to be humble;",1,137,0,0,0,"verse",16,"Yea, he that truly humbleth himself, and repenteth of his sins, and endureth to the end, the same shall be blessed, yea, much more blessed than they who are compelled to be humble because of their exceeding poverty; therefore, blessed are they who humble themselves without being compelled to be humble;"
